RA,DEC,VMAG,INTEN
0.7953465401338159,0.07137911826975697,2.53,102.0
3.645731008028355,-0.8253371144472518,2.55,102.0
2.9413524829495272,0.3582045882877806,2.56,102.0
4.350924020091448,-0.18443282056768967,2.56,102.0
1.4518085050401828,-0.3110564577998783,2.58,102.0
3.2105622478644356,-0.3061646877574831,2.59,101.0
4.985583913758319,-0.5215092286327168,2.6,101.0
3.178062762751258,-0.8852746298428239,2.6,101.0
2.705136713102528,0.3463024124165415,2.61,101.0
4.001196399017867,-0.16376521334199018,2.61,101.0
1.5695818685237173,0.64948064789839,2.62,101.0
4.2125121382030795,-0.3456721546310992,2.62,101.0
0.5002113636215748,0.3631690803823423,2.64,101.0
1.4819954288944683,-0.5947063982066345,2.64,101.0
3.2916327916195725,-0.4083488673249399,2.65,101.0
4.120147859746497,0.11214710071425785,2.65,101.0
0.3744458466049501,1.0513039230755956,2.68,101.0
3.6420003667522174,0.32110179727246785,2.68,101.0
3.920584004191379,-0.7528283803005097,2.68,101.0
4.5848199564743375,-0.6509350889417185,2.69,101.0
1.2958778807849232,0.5788578389711637,2.69,101.0
2.8220665007809314,-0.8625417163355975,2.69,101.0
3.3038355519731,-1.206643074639902,2.69,101.0
3.8614827923957207,0.47253335056703144,2.7,101.0
4.803996949498742,-0.5205977789122308,2.7,101.0
1.9073976174524363,-0.6474735192585964,2.7,101.0
5.176035696176983,0.18523761127833152,2.72,101.0
4.251382075086037,-0.06448021958756829,2.74,101.0
4.2934735988799675,1.0736247449538785,2.74,101.0
3.8871900378365543,-0.279979900840757,2.75,101.0
3.4932619534562175,-0.6407491535016072,2.75,101.0
2.805427695245252,-1.1238950755481263,2.76,101.0
4.320649829774562,0.37506640811677033,2.77,101.0
4.640277793456457,0.0797130654480299,2.77,101.0
1.463604021901578,-0.10314895879286487,2.77,101.0
4.080325263980161,-0.7184987235411433,2.78,101.0
4.583380059841442,0.9128314394770898,2.79,101.0
1.3432490255661358,-0.08877423314796712,2.79,101.0
3.2076751823934284,-1.0253615429994243,2.8,101.0
0.11236284280235162,-1.348339569217786,2.8,101.0
4.368937272413072,0.5515773731351301,2.81,101.0
2.127309103203722,-0.4241877302867885,2.81,101.0
4.834431128330394,-0.4436917846778251,2.81,101.0
4.345360783100715,-0.49246404099744445,2.82,101.0
0.05775585383057902,0.26500400623128345,2.83,101.0
3.4128895414018787,0.19127354160814522,2.83,101.0
1.4322390008021968,-0.3623206564404006,2.84,101.0
1.0215921166287976,0.5564739913143365,2.85,101.0
4.167591726579876,-1.1070720408136254,2.85,101.0
4.560981667774182,-0.9691813336324512,2.85,101.0
0.5182318881484163,-1.0745943723160978,2.86,101.0
5.840315281691241,-1.051730559114972,2.86,101.0
5.703037863816672,-0.2814731269785744,2.87,101.0
0.9925905622248251,0.4207116161932331,2.87,101.0
5.170428825954952,0.7876816358354741,2.87,101.0
1.670978225859371,0.39293664040246784,2.88,101.0
1.9835666948915553,0.5565612577769362,2.88,101.0
4.281241749705574,-0.4466782369534599,2.89,101.0
5.016788946342934,-0.3669312345477523,2.89,101.0
4.009501257375273,-1.1986824339960833,2.89,101.0
4.183779655392124,-0.4557781897478859,2.89,101.0
1.0378309508775616,0.6983110818597423,2.89,101.0
1.9510599375731614,0.14467809871670773,2.9,101.0
3.3860623763576827,0.6687810805433605,2.9,101.0
5.635486349559274,-0.09723423188332853,2.91,101.0
0.806327570010947,0.9338626569636214,2.93,101.0
1.7886861394959555,-0.8833935527601189,2.93,101.0
5.947216698375894,0.5274627406367418,2.94,101.0
3.27190329886682,-0.2882508222404857,2.95,101.0
1.0386018046305259,-0.23576974126037845,2.95,101.0
4.589525073249504,-0.8705023569794162,2.95,101.0
5.784821083683039,-0.0055802054695707586,2.96,101.0
1.7624843841003903,0.4386206335734194,2.98,101.0
2.5562601279074113,0.41493748525121854,2.98,101.0
4.737732615564691,-0.5310018805088415,2.99,101.0
4.997793946317062,0.24196081196814723,2.99,101.0
1.3175854133566025,0.7648614558656484,2.99,101.0
3.1857713002808996,-0.39478862866430625,3.0,101.0
1.4732542382240639,0.3690062371029011,3.0,101.0
3.4859533872134914,-0.40442187650795275,3.0,101.0
0.5652394226687969,0.6106422239047049,3.0,101.0
2.9219575116367404,0.7766472764534211,3.01,101.0
5.7330938879770565,-0.6521422750076813,3.01,101.0
0.9726938087520899,0.8340492162967902,3.01,101.0
2.561714281819894,-1.1357196812303878,3.01,101.0
1.6594299639753416,-0.5247041507912286,3.02,101.0
1.845794767062253,-0.4159701383919818,3.02,101.0
4.658218323725915,-0.7003472993204025,3.03,101.0
3.805159562992821,0.668606547618161,3.03,101.0
0.6080072615478745,-0.05196717847813116,3.04,101.0
3.6198855906884058,-0.7413092072373472,3.04,101.0
2.715419611278861,0.7243019433040245,3.05,101.0
3.3435345202507545,-1.18870981657566,3.05,101.0
4.017435233266631,1.253737875622882,3.05,101.0
5.028969890080811,1.1809188607202301,3.07,101.0
5.1082369269422205,0.4879892107208035,3.08,101.0
4.415115775538756,-0.6640541471525425,3.08,101.0
5.3276684471492075,-0.2579839041288174,3.08,101.0
4.789299822755907,-0.6416121218539821,3.11,101.0
2.3360941149735432,0.10376952030468509,3.11,101.0
5.399903261566123,-0.825390443952174,3.11,101.0
2.834523788317041,-0.28263183167642614,3.11,101.0
1.5313518856998245,-0.6242751846175051,3.12,101.0
2.4480642586941963,0.6002623629921497,3.13,101.0
3.0359129673815364,-1.0999016464700153,3.13,101.0
4.444568206666158,-0.9772146963284362,3.13,101.0
2.4924247105157193,-0.9954388426013436,3.13,101.0
3.9233328977632698,-0.7348563371417792,3.13,101.0
4.516177611434443,0.4335252417849581,3.14,101.0
2.3527329205092222,0.8384852614789425,3.14,101.0
4.5162430612813935,0.6424411532486793,3.16,101.0
1.3374239891876047,0.7196768207862395,3.17,101.0
4.9116037700894095,-0.47107890952370285,3.17,101.0
1.735562680388378,-0.753914362946195,3.17,101.0
4.488928658487683,1.1469382698112625,3.17,101.0
2.499558743833246,0.9019376760625586,3.17,101.0
1.264665575995091,0.12149915662286082,3.19,101.0
3.8506617510333565,-1.1340325296201266,3.19,101.0
1.3328279554906863,-0.3904495462183759,3.19,101.0
5.554234000673721,0.5275597033729638,3.2,101.0
4.440415777487457,0.1636246173744684,3.2,101.0
4.668137611641416,-0.6465281325804327,3.21,101.0
6.193068140134945,1.3549427315544977,3.21,101.0
4.020242304480255,-0.7094327077043951,3.22,101.0
5.285315123967479,-0.014335940550408977,3.23,101.0
5.6228399846875305,1.2315188646176323,3.23,101.0
0.7778132533564897,-0.7034501068795033,3.24,101.0
4.268733556732948,-0.08189957514983391,3.24,101.0
0.991514275852762,-1.295713044133346,3.24,101.0
4.969577790076487,0.570538436203324,3.24,101.0
1.9601356496835318,-0.7557518067976,3.25,101.0
4.805371396284689,-0.050595155760591176,3.26,101.0
3.692993069731318,-0.465697477663387,3.27,101.0
4.546626334676528,-0.43632261672496025,3.27,101.0
1.1955359932056822,-0.9607164867602785,3.27,101.0
0.1716022264971258,0.5386231515758834,3.27,101.0
1.7810648684289134,-1.0810811793693431,3.27,101.0
5.998042140635012,-0.2761256320759362,3.27,101.0
1.6357080305586524,0.39281543698219046,3.28,101.0
3.9447495421262837,-0.4412531718618442,3.29,101.0
4.035768462617788,1.0291527859857008,3.29,101.0
0.28834293683989654,-0.8153935858476954,3.31,101.0
1.3654219792716804,-0.2828403015593033,3.31,101.0
3.2089041850750415,0.9954049056436659,3.31,101.0
2.677931393387066,-1.2223946711391507,3.32,101.0
5.004469830705941,-0.48294230030045315,3.32,101.0
2.7577220290240736,-1.0766111972295132,3.32,101.0
4.503618513025302,-0.754665824151915,3.33,101.0
2.047685728286697,-0.43388400390897924,3.34,101.0
4.561388911266314,-0.9839729990431031,3.34,101.0
2.9419269871616414,0.2692946073091029,3.34,101.0
4.70814201253817,-0.17058169369839024,3.34,101.0
5.806950404157284,1.0158010172079441,3.35,101.0
1.110138487346643,-1.090375057636213,3.35,101.0
1.415796544807367,-0.04183457254294186,3.36,101.0
5.085445835793261,0.05436215806281227,3.36,101.0
1.7684112313519544,0.22506990331829096,3.36,101.0
2.226451076922216,1.0597299848532793,3.36,101.0
3.5547702651785835,-0.010399253459799546,3.37,101.0
4.025958257780536,-0.7799779464426436,3.37,101.0
0.49914234945472824,1.1112511347447895,3.38,100.0
3.384207964027438,0.05929756133650734,3.38,100.0
2.2984968140034994,0.1120307454307916,3.38,100.0
0.8079856328003416,0.6778907296114087,3.39,100.0
1.1722576643072082,0.2769982967019334,3.4,100.0
2.692533981462085,-1.070449215342611,3.4,100.0
5.940497180755715,0.18904339867504136,3.4,100.0
3.980594241639117,-0.9093019958786125,3.41,100.0
0.3855650483811974,-0.756047543143077,3.41,100.0
4.1893210757672055,-0.6701531032609005,3.41,100.0
3.619398352938891,-0.7275889800619472,3.41,100.0
0.49341185174401353,0.5162490001926783,3.41,100.0
5.432155491701934,-1.1554612943251683,3.42,100.0
4.653302312999465,0.48381496492645026,3.42,100.0
5.433602660540046,1.079292216886049,3.43,100.0
2.4040456005178563,-1.029167330396134,3.44,100.0
2.690817741030958,0.40870762944896105,3.44,100.0
5.001451865541035,-0.08521570072862314,3.44,100.0
0.21423916568230394,1.0090766514509548,3.44,100.0
0.2992803334857277,-0.1777133029475115,3.45,100.0
2.6925921591038184,0.7489983522197442,3.45,100.0
4.9309042027343795,0.5822903198334193,3.45,100.0
1.8400933581724046,-0.48755287840780487,3.47,100.0
0.7125306671266851,0.05647594571244984,3.47,100.0
1.0501646109249878,0.21799647171090283,3.47,100.0
5.230562690891372,0.34020345630818366,3.47,100.0
2.0803379297094247,-0.9247142228010846,3.47,100.0
3.994636869912455,0.5814515921650998,3.47,100.0
4.514505004234617,0.2511577274987951,3.48,100.0
5.977767232491011,0.4293800848114716,3.48,100.0
2.960420205027565,0.57760217153709,3.48,100.0
5.97144768615775,-0.8956496426185678,3.49,100.0
0.454083765932408,-0.2781618495365963,3.5,100.0
3.935484752680281,0.7049481811541319,3.5,100.0
4.964283624678771,-0.36838082745426987,3.51,100.0
4.830082349610841,-0.8022987683209267,3.51,100.0
5.9763564246789835,1.1554176610938682,3.52,100.0
2.535745236991261,0.17265184811672793,3.52,100.0
2.1664553838849114,0.16031818806930137,3.52,100.0
2.649991580944724,0.2925656640023606,3.52,100.0
1.1720613147663588,0.3347589986693235,3.53,100.0
5.804092427507143,0.10817162852915967,3.53,100.0
1.9204003203797941,0.38366215468284237,3.53,100.0
4.143498910697138,-0.05986964148021659,3.53,100.0
4.375962222652349,0.6793209299706817,3.53,100.0
1.462316841578232,0.17338391677520334,3.54,100.0
0.9741046165641184,-0.1704023126363797,3.54,100.0
4.614592364631274,-0.26875646412307125,3.54,100.0
3.0237902012853928,-0.5560231145909047,3.54,100.0
2.6043075877737722,-0.9523873877188169,3.54,100.0
3.74985444232025,-0.8038598683740994,3.55,100.0
1.5138767765642314,-0.2586917321032373,3.55,100.0
0.08477209621040792,-0.15400591394125518,3.56,100.0
5.274065022497331,-1.1550928359275252,3.56,100.0
2.9641872073297857,-0.25793542276070647,3.56,100.0
4.0221403500417985,-0.6328806274571993,3.56,100.0
1.1252792186076939,-0.5898921983532167,3.56,100.0
0.595637240474365,-0.8990578827967678,3.56,100.0
5.314767555094882,-0.21894670652587753,3.57,100.0
0.4275765779177442,0.8487245264239759,3.57,100.0
2.026530883311483,0.42582640052893866,3.57,100.0
4.417144720794199,-0.6635305483769443,3.57,100.0
4.804266021091759,1.269426446343587,3.57,100.0
1.9115427744259228,0.2886823064166732,3.58,100.0
4.088542855874967,-0.4910483850486046,3.58,100.0
3.804076004415541,0.5300807345147334,3.58,100.0
3.2347932356462903,-1.0541982607518192,3.59,100.0
0.8936667546628299,0.15758383890784358,3.6,100.0
1.3858205149043639,-0.11945809102538965,3.6,100.0
2.3720115365385435,0.8230390975987927,3.6,100.0
1.5030048297653502,-0.39179732825186037,3.6,100.0
0.36662095379184223,-0.1428261104548693,3.6,100.0
2.4901485102829097,-0.7062765706403721,3.6,100.0
1.8011288826216318,0.5927332065245188,3.6,100.0
2.0300579028415546,-0.6626772762981915,3.61,100.0
2.664194197732827,-0.21562088467346613,3.61,100.0
3.1009919318652757,0.030800213160888823,3.61,100.0
3.4132967848940106,-1.2487636872546983,3.62,100.0
4.586281669722881,-1.0591336640255145,3.62,100.0
4.650138903730224,-1.1296449658060854,3.62,100.0
4.42695492563145,-0.7393457118288534,3.62,100.0
0.3991713443415364,0.26783531812896316,3.62,100.0
6.029770771995226,0.7387299984538445,3.62,100.0
2.2702079357107574,-0.9236621771130769,3.62,100.0
0.7416922100454235,0.47578645036727646,3.63,100.0
0.9999064006727678,0.4198098627463694,3.63,100.0
5.399830539513956,0.2547356524653835,3.63,100.0
3.078789889338864,-1.1646339691717604,3.64,100.0
1.1335622603494502,0.27275132885541387,3.65,100.0
3.3233686951850023,-0.025297577880295588,3.65,100.0
5.475141496737511,-1.0202176698428522,3.65,100.0
3.684339145523513,1.1235702503817828,3.65,100.0
6.062604778548369,-0.3695298358784994,3.66,100.0
4.741325084941712,-0.8742645111448263,3.66,100.0
4.09566234478206,-0.5197202661494226,3.66,100.0
0.16131932832079254,0.9406791373200215,3.66,100.0
4.1285254401560705,0.26916370761520325,3.67,100.0
2.4937627962755817,1.1006385632653017,3.67,100.0
3.3233686951850023,-0.025297577880295588,3.68,100.0
5.672720040268486,-0.290810638476744,3.68,100.0
2.2845996298344935,-0.5792117529583737,3.68,100.0
4.0484148274895295,0.5079926232033829,3.68,100.0
6.096282360906643,0.05728558455990277,3.69,100.0
0.8705556864843381,-0.3797448601394774,3.69,100.0
1.2706287842727384,0.09782570457428215,3.69,100.0
2.55362031741377,-1.0909665303271665,3.69,100.0
4.702636953189171,0.5104700211138525,3.7,100.0
0.981202288855562,0.420857060297566,3.7,100.0
0.5059636779479395,-0.9007450344070291,3.7,100.0
4.148720354042688,0.0781519653948572,3.71,100.0
5.215538314913789,0.11181742741110338,3.71,100.0
3.0807242959264904,0.8339086203292684,3.71,100.0
1.5551101801425975,-0.24727436991310772,3.71,100.0
1.2839151032035454,0.04259573002228383,3.72,100.0
1.5687310205133698,0.9474471363083107,3.72,100.0
5.5193055990181845,0.7666843553066203,3.72,100.0
3.8669878517447196,0.03303520423080378,3.72,100.0
5.562327965079845,0.6640202101948648,3.72,100.0
0.4863359960682199,-0.18037977819361398,3.73,100.0
0.9290823940678814,-0.165079058417797,3.73,100.0
4.744459405390085,0.16692135040601325,3.73,100.0
2.0604339040314725,-0.7081818884071326,3.73,100.0
0.9039496528391632,0.16986901758715925,3.74,100.0
5.614142427248427,-0.3911525260559847,3.74,100.0
5.989162778065492,-0.13229110916435907,3.74,100.0
4.284434247795681,0.3342838812618361,3.75,100.0
5.886871939488191,1.0195389306892986,3.75,100.0
1.3198107081528954,0.7169085346671041,3.75,100.0
2.374324097797436,-0.8220112925948404,3.75,100.0
4.684151007528464,0.9926172269772862,3.75,100.0
4.659563681690995,0.047249941360935376,3.75,100.0
5.678755970598299,-1.3507103081184115,3.76,100.0
5.7901806989277045,0.4423536989179628,3.76,100.0
1.4557136792415204,-1.0906514014344455,3.76,100.0
0.744804713878147,0.9755614816758527,3.76,100.0
1.1472703671828226,0.30617438403110525,3.76,100.0
4.406018246812735,-1.0304666310615076,3.76,100.0
5.444016458410279,-0.16573355688729485,3.77,100.0
2.206692495348597,-1.1543074377641278,3.77,100.0
5.408942612650409,0.2777158209499755,3.77,100.0
0.9825912800519409,0.7431369548151301,3.77,100.0
5.89612218452376,0.8775951811340488,3.77,100.0
5.04881573811703,0.9314579811053182,3.77,100.0
4.994623264842605,-0.37946366820443383,3.77,100.0
2.851402576624869,-1.027184442440396,3.78,100.0
1.8707675197762055,-1.230437730108758,3.78,100.0
5.103800881760067,0.9028539739198556,3.79,100.0
1.8505217004530707,0.35901907527204474,3.79,100.0
5.295467122449912,0.8157911330662052,3.79,100.0
1.944849474318148,0.485167595096746,3.79,100.0
4.078841734115964,0.18391406992890247,3.8,100.0
4.078841734115964,0.18394315874976905,3.8,100.0
2.7051585297181773,0.34628301986929716,3.8,100.0
4.622788139910431,0.8029629630640467,3.8,100.0
2.5786803365903226,1.0304181496933966,3.8,100.0
0.8268351887218803,0.7829062210765454,3.8,100.0
1.5329299542318362,-0.36441020340598274,3.81,100.0
1.4780611658722642,-0.04537856055185257,3.81,100.0
2.731832978452825,-0.2938504202573008,3.81,100.0
2.7396360546502825,-1.0251967063478469,3.82,100.0
6.185294152758354,0.8108460335188878,3.82,100.0
4.323675067144685,0.03462539310484306,3.82,100.0
1.2023136884675936,-0.5334114045039559,3.82,100.0
2.4384213145769276,0.642324797965213,3.82,100.0
5.1809589791086506,0.3234822324467157,3.82,100.0
3.657650152378433,-0.734798159500046,3.83,100.0
5.18438418776569,1.2264040802819267,3.83,100.0
2.8506099062562553,0.5971644035698599,3.83,100.0
3.8740200741892137,-1.3795906591021065,3.83,100.0
4.745302981195216,0.502000326104869,3.83,100.0
0.9787733723132034,0.5635377266481024,3.83,100.0
3.016816156482632,1.2100561629549131,3.84,100.0
2.2716623767540858,-0.8141767035081103,3.84,100.0
2.3345814962884814,-1.05845007673515,3.84,100.0
4.113493791973268,0.4589440230855311,3.84,100.0
5.8540815661663475,-0.024211595234610226,3.84,100.0
4.815792466360137,0.37995333002235443,3.84,100.0
2.7807531029451824,-0.8416995761846988,3.84,100.0
1.171879509635943,0.2785933337127838,3.84,100.0
1.5153166731971266,-0.8912766232149598,3.85,100.0
4.866007043381056,-0.14388785241649918,3.85,100.0
4.1733149520853745,0.2733476496831786,3.85,100.0
4.256152641708155,-1.111522630406211,3.85,100.0
2.761161782091546,0.16243197571893894,3.85,100.0
1.667283945609316,-0.5835750760883595,3.85,100.0
1.8972238023543526,-0.4672731221269929,3.85,100.0
0.9782570457428218,-1.131094558712603,3.85,100.0
2.6822947165170516,-0.7351666178976892,3.85,100.0
1.108291347221616,-0.7381773108573795,3.86,100.0
4.696041063057676,0.65014484264151,3.86,100.0
4.772442851063728,-0.3675469479227615,3.86,100.0
3.306104480000692,-0.8472022114652918,3.86,100.0
3.2832552112099993,-1.2589593189684318,3.87,100.0
3.287691256392152,1.2180361961459758,3.87,100.0
1.4451835260878214,-0.6190779819560109,3.87,100.0
3.9790670785436224,-0.8506346923275474,3.87,100.0
3.6594318426565104,-0.7819705306720038,3.87,100.0
0.8380707457815938,-0.5059176206482341,3.87,100.0
1.2137892282994562,-0.24964995695054448,3.87,100.0
1.8069902800262458,-0.42208848704758417,3.87,100.0
0.9853547180342654,0.42529795361652933,3.87,100.0
0.24763313203712878,0.6719420657441947,3.87,100.0
3.5388514079593523,-0.6877906249796654,3.88,100.0
0.041066142858383246,-0.798444499556106,3.88,100.0
4.175198453236485,-0.50988339655971,3.88,100.0
3.8530761231652813,-0.09875654684201249,3.88,100.0
2.418873626954591,0.04038982777323544,3.88,100.0
2.5864179629408306,0.453906808938803,3.88,100.0
4.334743363484417,-1.377016298455415,3.89,100.0
5.2198725492229086,0.612319679241344,3.89,100.0
0.7698138276181823,-0.15530036646981762,3.89,100.0
2.9714521403412126,-0.9510493019589544,3.89,100.0
3.228451872697377,-0.01164037648343996,3.89,100.0
4.274922203372311,0.8083201542403071,3.89,100.0
2.206357973908631,-0.06817934797443405,3.9,100.0
6.06658994700709,-0.789703308885701,3.9,100.0
5.203146477224629,0.0175502552561652,3.9,100.0
